PLAN DE ESTUDIOS,NRC,CONECTOR  LIGA,LISTA CRUZADA,MATERIA,CURSO,SECC.,TITULO,CREDITO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,INICIO,FIN,SALA,TIPO,PROFESOR
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,19:30 -21:20,,,,,,23/05/2022,23/05/2022,,PRBA 3,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,19:30 -21:20,,,,,,13/06/2022,13/06/2022,,PRBA 4,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,15:30 -17:20,,,,,,04/07/2022,04/07/2022,,EXAM,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,,,10:30 -13:20,,,,07/03/2022,22/06/2022,C-104,CLAS,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,,,,15:30 -17:20,,,14/03/2022,22/06/2022,,AYUD,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,,,,15:30 -17:20,,,31/03/2022,31/03/2022,,PRBA 1,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3866,,,ING,2101,2,ECUACIONES DIFERENCIALES,6,,,,15:30 -17:20,,,28/04/2022,28/04/2022,,PRBA 2,CASTIGLIONE/RODRIGUEZ JUAN IGNACIO
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,19:30 -21:20,,,,,,23/05/2022,23/05/2022,,PRBA 3,CERECEDA/CANEO ALVARO TOMAS
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,19:30 -21:20,,,,,,13/06/2022,13/06/2022,,PRBA 4,CERECEDA/CANEO ALVARO TOMAS
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,15:30 -17:20,,,,,,04/07/2022,04/07/2022,,EXAM,CERECEDA/CANEO ALVARO TOMAS
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,,08:30 -11:20,,,,,07/03/2022,22/06/2022,B-34,CLAS,CERECEDA/CANEO ALVARO TOMAS
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,,,,15:30 -17:20,,,14/03/2022,22/06/2022,,AYUD,CERECEDA/CANEO ALVARO TOMAS
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,,,,15:30 -17:20,,,31/03/2022,31/03/2022,,PRBA 1,CERECEDA/CANEO ALVARO TOMAS
PE2016,3867,,,ING,2101,3,ECUACIONES DIFERENCIALES,6,,,,15:30 -17:20,,,28/04/2022,28/04/2022,,PRBA 2,CERECEDA/CANEO ALVARO TOMAS
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,16:30 -18:20,,,,,,14/03/2022,22/06/2022,,AYUD,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,19:30 -21:20,,,,,,18/04/2022,18/04/2022,,PRBA 1,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,19:30 -21:20,,,,,,18/04/2022,18/04/2022,,PRBA 1,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,19:30 -21:20,,,,,,16/05/2022,16/05/2022,,PRBA 2,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,,10:30 -12:20,,,,,07/03/2022,22/06/2022,I105,CLAS,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,,,08:30 -10:20,,,,14/03/2022,22/06/2022,,LABT,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,,,10:30 -12:20,,,,29/06/2022,29/06/2022,,EXAM,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,,,,12:30 -14:20,,,07/03/2022,22/06/2022,H-220,CLAS,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,16:30 -18:20,,,,,,14/03/2022,22/06/2022,,AYUD,RIVEROS/BEHNKE OSCAR + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,19:30 -21:20,,,,,,16/05/2022,16/05/2022,,PRBA 2,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3899,,,ING,2202,1,ELECTRICIDAD Y MAGNETISMO,6,19:30 -21:20,,,,,,13/06/2022,13/06/2022,,PRBA 3,RETAMAL/PONCE MARIA JOSE  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,19:30 -21:20,,,,,,13/06/2022,13/06/2022,,PRBA 3,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,,10:30 -12:20,,,,,07/03/2022,22/06/2022,I103,CLAS,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,,08:30 -10:20,,,,,14/03/2022,22/06/2022,,LABT,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,,,10:30 -12:20,,,,29/06/2022,29/06/2022,,EXAM,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,5809,,,ING,2202,2,ELECTRICIDAD Y MAGNETISMO,6,,,,13:30 -15:20,,,07/03/2022,22/06/2022,H-101,CLAS,RIVEROS/BEHNKE OSCAR  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3901,,,ICE,5104,1,ELECTRONICA DE POTENCIA,6,10:30 -12:20,,,,,,07/03/2022,22/06/2022,H-205,CLAS,RIVERA/IUNNISSI SEBASTIAN ANDRE
PE2016,3901,,,ICE,5104,1,ELECTRONICA DE POTENCIA,6,,,12:30 -13:20,,,,07/03/2022,22/06/2022,H-203,CLAS,RIVERA/IUNNISSI SEBASTIAN ANDRE
PE2016,3901,,,ICE,5104,1,ELECTRONICA DE POTENCIA,6,,,13:30 -15:20,,,,06/07/2022,06/07/2022,,EXAM,RIVERA/IUNNISSI SEBASTIAN ANDRE
PE2016,3901,,,ICE,5104,1,ELECTRONICA DE POTENCIA,6,,,,14:30 -16:20,,,14/03/2022,22/06/2022,,LABT,RIVERA/IUNNISSI SEBASTIAN ANDRE
PE2016,3903,,,ICC,6101,1,EMPRENDI. E INNOVACION DE SOFT,6,,11:30 -13:20,,,,,07/03/2022,22/06/2022,C-013,CLAS,RECABARREN/BAHAMONDES MATIAS 
PE2016,3905,,,ING,2204,1,ESTATICA,6,,,,19:30 -21:20,,,07/04/2022,07/04/2022,,PRBA 1,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,3905,,,ING,2204,1,ESTATICA,6,,,15:30 -17:20,,,,14/03/2022,22/06/2022,,AYUD,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,3905,,,ING,2204,1,ESTATICA,6,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,3905,,,ING,2204,1,ESTATICA,6,,,,17:30 -19:20,,,07/03/2022,22/06/2022,H-220,CLAS,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,,,,19:30 -21:20,,,07/04/2022,07/04/2022,,PRBA 1,ABELL/MENA JOSE ANTONIO
PE2016,3905,,,ING,2204,1,ESTATICA,6,19:30 -21:20,,,,,,09/05/2022,09/05/2022,,PRBA 2,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,3905,,,ING,2204,1,ESTATICA,6,,,,,14:30 -16:20,,07/03/2022,22/06/2022,H-212,CLAS,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,12:30 -14:20,,,,,,07/03/2022,22/06/2022,C-204,CLAS,ABELL/MENA JOSE ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,19:30 -21:20,,,,,,09/05/2022,09/05/2022,,PRBA 2,ABELL/MENA JOSE ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,,,15:30 -17:20,,,,14/03/2022,22/06/2022,,AYUD,ABELL/MENA JOSE ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,ABELL/MENA JOSE ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,,,,10:30 -12:20,,,07/03/2022,22/06/2022,I103,CLAS,ABELL/MENA JOSE ANTONIO
PE2016,3905,,,ING,2204,1,ESTATICA,6,,,,19:30 -21:20,,,09/06/2022,09/06/2022,,PRBA 3,FUENTES/ALZIARY MATTHIAS ANTONIO
PE2016,5810,,,ING,2204,2,ESTATICA,6,,,,19:30 -21:20,,,09/06/2022,09/06/2022,,PRBA 3,ABELL/MENA JOSE ANTONIO
PE2016,3912,,U4,IOC,5103,1,EV. DE PROYECTOS DE ING (ICA),6,15:30 -17:20,,,,,,14/03/2022,22/06/2022,,AYUD,CASSORLA/ELBO PABLO 
PE2016,3912,,U4,IOC,5103,1,EV. DE PROYECTOS DE ING (ICA),6,,13:30 -16:20,,,,,07/03/2022,22/06/2022,I012,CLAS,CASSORLA/ELBO PABLO 
PE2016,3912,,U4,IOC,5103,1,EV. DE PROYECTOS DE ING (ICA),6,,,10:30 -12:20,,,,06/07/2022,06/07/2022,,EXAM,CASSORLA/ELBO PABLO 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,14:30 -16:20,,,,,,14/03/2022,22/06/2022,,AYUD,ARMIJOS/CUENCA VICTOR 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,,08:30 -09:20,,,,,07/03/2022,22/06/2022,H-209,CLAS,ARMIJOS/CUENCA VICTOR 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,,13:30 -15:20,,,,,28/06/2022,28/06/2022,,EXAM,ARMIJOS/CUENCA VICTOR 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,,,,,14:30 -16:20,,08/04/2022,08/04/2022,H-106,PRBA 1,ARMIJOS/CUENCA VICTOR 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,,,,,14:30 -16:20,,06/05/2022,06/05/2022,H-106,PRBA 2,ARMIJOS/CUENCA VICTOR 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,,,,,14:30 -16:20,,03/06/2022,03/06/2022,H-106,PRBA 3,ARMIJOS/CUENCA VICTOR 
PE2016,3913,,,IOC,5103,2,EV. DE PROYECTOS DE ING (IOC),6,,,,,14:30 -16:20,,07/03/2022,22/06/2022,H-106,CLAS,ARMIJOS/CUENCA VICTOR 
PE2022,5812,,U4,ICA,5140,1,EVAL DE PROY. DE ING. AMBIENTA,6,15:30 -17:20,,,,,,14/03/2022,22/06/2022,,AYUD,CASSORLA/ELBO PABLO 
PE2022,5812,,U4,ICA,5140,1,EVAL DE PROY. DE ING. AMBIENTA,6,,13:30 -16:20,,,,,07/03/2022,22/06/2022,I012,CLAS,CASSORLA/ELBO PABLO 
PE2022,5812,,U4,ICA,5140,1,EVAL DE PROY. DE ING. AMBIENTA,6,,,10:30 -12:20,,,,06/07/2022,06/07/2022,,EXAM,CASSORLA/ELBO PABLO 
PE2016,3915,,,ING,4105,1,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,07/03/2022,06/06/2022,C-218,CLAS,COX/DE LA CUADRA RAIMUNDO ROLANDO
PE2016,3915,,,ING,4105,1,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,13/06/2022,13/06/2022,,EXAM,COX/DE LA CUADRA RAIMUNDO ROLANDO
PE2016,3916,,,ING,4105,2,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,07/03/2022,06/06/2022,C-114,CLAS,COX/DE LA CUADRA RAIMUNDO ROLANDO
PE2016,3916,,,ING,4105,2,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,13/06/2022,13/06/2022,,EXAM,COX/DE LA CUADRA RAIMUNDO ROLANDO
PE2016,5813,,,ING,4105,3,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,07/03/2022,06/06/2022,C-214,CLAS,PEZOA/GUTIERREZ ALVARO ANTONIO
PE2016,5813,,,ING,4105,3,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,13/06/2022,13/06/2022,,EXAM,PEZOA/GUTIERREZ ALVARO ANTONIO
PE2016,5814,,,ING,4105,4,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,07/03/2022,06/06/2022,,CLAS,VERGARA/ROSS ANDRES EUGENIO
PE2016,5814,,,ING,4105,4,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,13/06/2022,13/06/2022,,EXAM,VERGARA/ROSS ANDRES EUGENIO
PE2016,5815,,,ING,4105,5,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,07/03/2022,06/06/2022,C-018,CLAS,VERGARA/ROSS ANDRES EUGENIO
PE2016,5815,,,ING,4105,5,FILOSOFIA DE LAS CIENCIAS,3,08:30 -10:20,,,,,,13/06/2022,13/06/2022,,EXAM,VERGARA/ROSS ANDRES EUGENIO
PE2016,3918,,,ICI,4103,1,FINANZAS,6,,,,19:30 -21:20,,,21/04/2022,21/04/2022,,PRBA 1,VALENZUELA/AROS PATRICIO ANDRES
PE2016,3918,,,ICI,4103,1,FINANZAS,6,,,,09:30 -12:20,,,07/03/2022,22/06/2022,,CLAS,VALENZUELA/AROS PATRICIO ANDRES
PE2016,3919,,,ICI,4103,2,FINANZAS,6,,,,19:30 -21:20,,,21/04/2022,21/04/2022,,PRBA 1,SAINT-PIERRE/CORTES ENRIQUE 
PE2016,3918,,,ICI,4103,1,FINANZAS,6,,,,,13:30 -15:20,,01/07/2022,01/07/2022,,EXAM,VALENZUELA/AROS PATRICIO ANDRES
PE2016,3918,,,ICI,4103,1,FINANZAS,6,19:30 -21:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,VALENZUELA/AROS PATRICIO ANDRES
PE2016,3919,,,ICI,4103,2,FINANZAS,6,,,,08:30 -11:20,,,07/03/2022,22/06/2022,C-013,CLAS,SAINT-PIERRE/CORTES ENRIQUE 
PE2016,3919,,,ICI,4103,2,FINANZAS,6,19:30 -21:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,SAINT-PIERRE/CORTES ENRIQUE 
PE2016,3919,,,ICI,4103,2,FINANZAS,6,,,,,13:30 -15:20,,01/07/2022,01/07/2022,,EXAM,SAINT-PIERRE/CORTES ENRIQUE 
PE2016,3921,,,IOC,3000,1,FINITE ELEMENTS,6,,13:30 -14:20,,,,,07/03/2022,22/06/2022,H-015,CLAS,ABELL/MENA JOSE ANTONIO
PE2016,3921,,,IOC,3000,1,FINITE ELEMENTS,6,,,09:30 -11:20,,,,27/04/2022,27/04/2022,,PRBA 1,ABELL/MENA JOSE ANTONIO
PE2016,3921,,,IOC,3000,1,FINITE ELEMENTS,6,,,09:30 -11:20,,,,22/06/2022,22/06/2022,,PRBA 2,ABELL/MENA JOSE ANTONIO
PE2016,3921,,,IOC,3000,1,FINITE ELEMENTS,6,,,09:30 -11:20,,,,07/03/2022,22/06/2022,,CLAS,ABELL/MENA JOSE ANTONIO
PE2016,3923,,,IOC,3203,1,FLUID MECHANICS,6,17:30 -19:20,,,,,,14/03/2022,22/06/2022,,AYUD,MORENO/CASAS PATRICIO ALEJANDRO
PE2016,3923,,,IOC,3203,1,FLUID MECHANICS,6,17:30 -19:20,,,,,,04/04/2022,04/04/2022,,PRBA 1,MORENO/CASAS PATRICIO ALEJANDRO
PE2016,3923,,,IOC,3203,1,FLUID MECHANICS,6,17:30 -19:20,,,,,,16/05/2022,16/05/2022,,PRBA 2,MORENO/CASAS PATRICIO ALEJANDRO
PE2016,3923,,,IOC,3203,1,FLUID MECHANICS,6,17:30 -19:20,,,,,,13/06/2022,13/06/2022,,PRBA 3,MORENO/CASAS PATRICIO ALEJANDRO
PE2016,3923,,,IOC,3203,1,FLUID MECHANICS,6,,,15:30 -17:20,,,,29/06/2022,29/06/2022,,EXAM,MORENO/CASAS PATRICIO ALEJANDRO
PE2016,3923,,,IOC,3203,1,FLUID MECHANICS,6,,,,09:30 -12:20,,,07/03/2022,22/06/2022,B-35,CLAS,MORENO/CASAS PATRICIO ALEJANDRO
PE2016,3925,,U5,IOC,1000,1,FUNDACIONES,6,,,13:30 -15:20,,,,14/03/2022,22/06/2022,,AYUD,PINTO/VEGA FRANCISCO JAVIER
PE2016,3925,,U5,IOC,1000,1,FUNDACIONES,6,,,,16:30 -19:20,,,07/03/2022,22/06/2022,C-220,CLAS,PINTO/VEGA FRANCISCO JAVIER
PE2011,5136,,U5,IOC,5160,1,FUNDACIONES,5,,,13:30 -15:20,,,,14/03/2022,22/06/2022,,AYUD,PINTO/VEGA FRANCISCO JAVIER
PE2011,5136,,U5,IOC,5160,1,FUNDACIONES,5,,,,16:30 -19:20,,,07/03/2022,22/06/2022,C-220,CLAS,PINTO/VEGA FRANCISCO JAVIER
PE2016,3927,,,ING,2104,1,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,25/04/2022,25/04/2022,,PRBA 1,CEA/ECHENIQUE SEBASTIAN ANDRES
PE2016,3929,,,ING,2104,2,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,25/04/2022,25/04/2022,,PRBA 1,SALAY/. JOUSELINE CLARA 
PE2016,3927,,,ING,2104,1,FUNDAMENTOS DE ECONOMIA,5,,13:30 -15:20,,,,,14/03/2022,22/06/2022,,AYUD,CEA/ECHENIQUE SEBASTIAN ANDRES
PE2016,3927,,,ING,2104,1,FUNDAMENTOS DE ECONOMIA,5,,10:30 -12:20,,,,,28/06/2022,28/06/2022,,EXAM,CEA/ECHENIQUE SEBASTIAN ANDRES
PE2016,3927,,,ING,2104,1,FUNDAMENTOS DE ECONOMIA,5,,,14:30 -17:20,,,,07/03/2022,22/06/2022,R-14,CLAS,CEA/ECHENIQUE SEBASTIAN ANDRES
PE2016,5816,,,ING,2104,3,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,25/04/2022,25/04/2022,,PRBA 1,SALAY/. JOUSELINE CLARA 
PE2016,5817,,,ING,2104,4,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,25/04/2022,25/04/2022,,PRBA 1,ARENAS/MOLINA JORGE 
PE2016,3929,,,ING,2104,2,FUNDAMENTOS DE ECONOMIA,5,,13:30 -15:20,,,,,14/03/2022,22/06/2022,,AYUD,SALAY/. JOUSELINE CLARA 
PE2016,3929,,,ING,2104,2,FUNDAMENTOS DE ECONOMIA,5,,10:30 -12:20,,,,,28/06/2022,28/06/2022,,EXAM,SALAY/. JOUSELINE CLARA 
PE2016,3929,,,ING,2104,2,FUNDAMENTOS DE ECONOMIA,5,,,14:30 -17:20,,,,07/03/2022,22/06/2022,I101,CLAS,SALAY/. JOUSELINE CLARA 
PE2016,5816,,,ING,2104,3,FUNDAMENTOS DE ECONOMIA,5,14:30 -17:20,,,,,,07/03/2022,22/06/2022,H-214,CLAS,SALAY/. JOUSELINE CLARA 
PE2016,3927,,,ING,2104,1,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,CEA/ECHENIQUE SEBASTIAN ANDRES
PE2016,3929,,,ING,2104,2,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,SALAY/. JOUSELINE CLARA 
PE2016,5816,,,ING,2104,3,FUNDAMENTOS DE ECONOMIA,5,,13:30 -15:20,,,,,14/03/2022,22/06/2022,,AYUD,SALAY/. JOUSELINE CLARA 
PE2016,5816,,,ING,2104,3,FUNDAMENTOS DE ECONOMIA,5,,10:30 -12:20,,,,,28/06/2022,28/06/2022,,EXAM,SALAY/. JOUSELINE CLARA 
PE2016,5817,,,ING,2104,4,FUNDAMENTOS DE ECONOMIA,5,16:30 -19:20,,,,,,07/03/2022,22/06/2022,C-018,CLAS,ARENAS/MOLINA JORGE 
PE2016,5816,,,ING,2104,3,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,SALAY/. JOUSELINE CLARA 
PE2016,5817,,,ING,2104,4,FUNDAMENTOS DE ECONOMIA,5,19:30 -21:20,,,,,,30/05/2022,30/05/2022,,PRBA 2,ARENAS/MOLINA JORGE 
PE2016,5817,,,ING,2104,4,FUNDAMENTOS DE ECONOMIA,5,,13:30 -15:20,,,,,14/03/2022,22/06/2022,,AYUD,ARENAS/MOLINA JORGE 
PE2016,5817,,,ING,2104,4,FUNDAMENTOS DE ECONOMIA,5,,10:30 -12:20,,,,,28/06/2022,28/06/2022,,EXAM,ARENAS/MOLINA JORGE 
PE2016,3931,,,ICE,5107,1,FUNDAMENTOS DE ENERGIA RENOV,6,,12:30 -15:20,,,,,07/03/2022,22/06/2022,,CLAS,FUNES/. GUSTAVO LUIS
PE2016,3931,,,ICE,5107,1,FUNDAMENTOS DE ENERGIA RENOV,6,,,10:30 -12:20,,,,29/06/2022,29/06/2022,,EXAM,FUNES/. GUSTAVO LUIS
PE2016,3933,,,ICA,7000,1,FUNDAMENTOS DE ING DE PROCESOS,6,17:30 -19:20,,,,,,14/03/2022,22/06/2022,,AYUD,ARAYA/ARANCIBIA BLANCA BEGONA
PE2016,3933,,,ICA,7000,1,FUNDAMENTOS DE ING DE PROCESOS,6,,,15:30 -17:20,,,,29/06/2022,29/06/2022,,EXAM,ARAYA/ARANCIBIA BLANCA BEGONA
PE2016,3933,,,ICA,7000,1,FUNDAMENTOS DE ING DE PROCESOS,6,,,,09:30 -12:20,,,07/04/2022,07/04/2022,B-34,PRBA 1,ARAYA/ARANCIBIA BLANCA BEGONA
PE2016,3933,,,ICA,7000,1,FUNDAMENTOS DE ING DE PROCESOS,6,,,,09:30 -12:20,,,12/05/2022,12/05/2022,B-34,PRBA 2,ARAYA/ARANCIBIA BLANCA BEGONA
PE2016,3933,,,ICA,7000,1,FUNDAMENTOS DE ING DE PROCESOS,6,,,,09:30 -12:20,,,09/06/2022,09/06/2022,B-34,PRBA 3,ARAYA/ARANCIBIA BLANCA BEGONA
PE2016,3933,,,ICA,7000,1,FUNDAMENTOS DE ING DE PROCESOS,6,,,,09:30 -12:20,,,07/03/2022,22/06/2022,B-34,CLAS,ARAYA/ARANCIBIA BLANCA BEGONA
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,16:30 -18:20,,,,,,14/03/2022,22/06/2022,,LABT,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,,,12:30 -15:20,,,,02/03/2022,22/06/2022,,CLAS,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,07/03/2022,22/06/2022,,AYUD,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,01/04/2022,01/04/2022,,PRBA 1,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,22/04/2022,22/04/2022,,PRBA 2,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,13/05/2022,13/05/2022,,PRBA 3,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3935,,,ING,1102,1,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,03/06/2022,03/06/2022,,PRBA 4,VALDEBENITO/DE LOS REYES ANDREA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,13:30 -15:20,,,,,,04/07/2022,04/07/2022,,EXAM,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,15:30 -17:20,,,,,07/03/2022,22/06/2022,,LABT,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,,12:30 -15:20,,,,02/03/2022,22/06/2022,,CLAS,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,07/03/2022,22/06/2022,,AYUD,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
PE2016,3936,,,ING,1102,2,FUNDAMENTOS DE QUIMICA,5,,,,,13:30 -15:20,,01/04/2022,01/04/2022,,PRBA 1,SALINAS/QUEZADA MELISSA ALEJANDRA  + MEDINA/ARMIJO ALEJANDRA JACQUELINE (LABT)
